Country,Country_Key,Origin,target_date,y_target,f_AR,f_GRE,Horizon,signal,e0,e1,cw
Lesotho,lesotho,2019-12-01,2020-01-01,0.8016672881938713,1.0258315980303734,1.1559727383555647,1,zgre,-0.22416430983650204,-0.35430545016169335,-0.058345997804663756
Liberia,liberia,2019-12-01,2020-01-01,-3.6871656851291936,-1.3330160983631956,-1.3857510797845929,1,zgre,-2.354149586765998,-2.3014146053446005,0.2482920694425914
Libya,libya,2019-12-01,2020-01-01,-35.26061194649752,11.117227787426955,11.400117291003959,1,zgre,-46.377839733924475,-46.66072923750148,-26.239608118607975
Madagascar,madagascar,2019-12-01,2020-01-01,-1.465014988656267,3.9233559000425196,4.0313987880076425,1,zgre,-5.388370888698787,-5.49641377666391,-1.164350304484426
Malawi,malawi,2019-12-01,2020-01-01,7.182717572878265,3.566996482097329,3.790828056491718,1,zgre,3.6157210907809363,3.3918895163865472,1.6186250886409912
Mali,mali,2019-12-01,2020-01-01,3.0521804195729456,4.034715468565587,4.474428759175042,1,zgre,-0.982535048992641,-1.422248339602096,-0.8640674390633526
Mauritania,mauritania,2019-12-01,2020-01-01,6.5208648718107085,2.884837918284113,2.891658944853525,1,zgre,3.6360269535265957,3.6292059269571837,0.04960287291420684
Mauritius,mauritius,2019-12-01,2020-01-01,-6.737972822554547,4.0493282185625645,4.267755139243736,1,zgre,-10.78730104111711,-11.005727961798282,-4.712473897744005
Morocco,morocco,2019-12-01,2020-01-01,-1.5712677517705569,4.888850395913515,5.074074057685911,1,zgre,-6.460118147684072,-6.645341809456467,-2.3931334775926985
Mozambique,mozambique,2019-12-01,2020-01-01,5.923153640685985,2.1760837347855855,2.467590428057238,1,zgre,3.7470699059004,3.455563212628747,2.1845919154534954
Namibia,namibia,2019-12-01,2020-01-01,-0.7493321781878051,-0.16657956238491423,-0.9729751370860205,1,zgre,-0.5827526158028908,0.2236429588982154,0.9398582610578903
Niger,niger,2019-12-01,2020-01-01,11.958011315075478,2.700890575960514,2.908427534389968,1,zgre,9.257120739114963,9.04958378068551,3.8423893640202778
Nigeria,nigeria,2019-12-01,2020-01-01,3.4262271908496205,-0.8079098736315267,-0.5657881887041182,1,zgre,4.234137064481147,3.9920153795537385,2.0503528005315346
Rwanda,rwanda,2019-12-01,2020-01-01,1.5064639180650172,1.7797610456179598,1.127022393768186,1,zgre,-0.27329712755294255,0.3794415242968312,0.35678319718664675
Sao Tome and Principe,saotomeandprincipe,2019-12-01,2020-01-01,14.04033663369251,-0.737312474753395,-1.5916061600802391,1,zgre,14.777649108445905,15.63194279377275,-25.24890463464243
Senegal,senegal,2019-12-01,2020-01-01,6.338812977514921,4.648815037358766,4.440287424563562,1,zgre,1.6899979401561556,1.8985255529513596,-0.704822472179151
Seychelles,seychelles,2019-12-01,2020-01-01,-1.5314163049005016,7.790745660954492,7.83626831650582,1,zgre,-9.322161965854994,-9.367684621406323,-0.8487391363306216
Sierra Leone,sierraleone,2019-12-01,2020-01-01,3.0420334992058,2.6384157743259067,2.7456684911039537,1,zgre,0.4036177248798931,0.2963650081018461,0.08657819506628578
Somalia,somalia,2019-12-01,2020-01-01,2.094102729368586,7.615096770202385,7.823737128911746,1,zgre,-5.5209940408337985,-5.72963439954316,-2.3038043542236224
South Africa,southafrica,2019-12-01,2020-01-01,-2.792705309086708,2.59887056504236,2.60495610210632,1,zgre,-5.391575874129067,-5.3976614111930274,-0.06562126963033421
South Sudan,southsudan,2019-12-01,2020-01-01,-4.402209638898189,-35.2730422730948,-35.93618933537521,1,zgre,30.870832634196613,31.533979696477022,-40.94380394303528
Sudan,sudan,2019-12-01,2020-01-01,5.4021321174719095,2.461074993522711,2.62250089966823,1,zgre,2.9410571239491983,2.7796312178036793,0.9495256225184656
Tanzania,tanzania,2019-12-01,2020-01-01,13.428504786114829,4.420647851772792,4.492830585824112,1,zgre,9.007856934342037,8.935674200290716,1.3004234829279255
Togo,togo,2019-12-01,2020-01-01,8.706142275161186,3.1758661088377664,3.3780230500391664,1,zgre,5.53027616632342,5.32811922512202,2.2359674275658925
Tunisia,tunisia,2019-12-01,2020-01-01,-0.4643814329351353,0.4868933848851711,0.5319951348839279,1,zgre,-0.9512748178203063,-0.9963765678190633,-0.08580831802688893
Uganda,uganda,2019-12-01,2020-01-01,3.752366089342519,0.03697707796304428,-0.03566329356711282,1,zgre,3.7153890113794747,3.788029382909632,-0.5397744763313366
Zambia,zambia,2019-12-01,2020-01-01,-4.649854413813965,2.8501645329842873,3.0233880911729396,1,zgre,-7.500018946798252,-7.673242504986904,-2.598359936893395
Zimbabwe,zimbabwe,2019-12-01,2020-01-01,12.36073692121169,4.79483810500197,4.848234870243227,1,zgre,7.565898816209719,7.512502050968462,0.807989045856516
Algeria,algeria,2020-01-01,2020-02-01,-8.438210052627147,2.058214416260867,1.6013476318309803,1,zgre,-10.496424468888014,-10.039557684458128,9.59093539022409
Angola,angola,2020-01-01,2020-02-01,-5.997644230718946,-3.4263618833528966,-3.6287452460001735,1,zgre,-2.5712823473660498,-2.368898984718773,1.0407695355510498
